room_temperature(K),298.15
water_volume(mL),3000
cotton_mass(g),0.0275
combustible_mass(g),1.0000
Nickel_before_mass(g),0.0080
Nickel_after_mass(g),0.0030
time(s),Delta_T(K)
0.485,-0.000
1.260,-0.000
1.899,-0.000
2.671,0.001
3.312,-0.000
4.080,0.001
4.722,-0.000
5.501,0.001
6.134,-0.000
6.905,-0.000
7.541,-0.000
8.326,-0.000
8.962,-0.000
9.733,-0.001
10.374,-0.000
11.152,-0.000
11.785,-0.000
12.553,-0.000
13.194,-0.000
13.970,-0.000
14.610,-0.000
15.387,-0.000
16.021,-0.000
16.793,-0.000
17.431,-0.000
18.211,-0.000
18.842,-0.000
19.616,0.001
20.255,0.001
21.036,0.001
21.667,-0.000
22.448,-0.000
23.077,-0.000
23.860,0.001
24.491,-0.000
25.270,-0.000
25.902,0.001
26.678,-0.000
27.320,0.001
28.096,-0.000
28.729,-0.000
29.509,0.001
30.137,-0.000
30.920,0.001
31.550,-0.000
32.332,-0.000
32.964,-0.000
33.744,-0.000
34.375,0.001
35.155,-0.000
35.786,-0.000
36.567,-0.000
37.198,-0.000
37.979,0.001
38.610,-0.000
39.393,-0.000
40.023,-0.000
40.799,-0.000
41.442,0.001
42.216,-0.000
42.851,-0.000
43.628,-0.000
44.259,-0.000
45.043,-0.000
45.671,0.001
46.451,-0.001
47.082,-0.001
47.865,-0.000
48.503,-0.000
49.272,-0.001
49.914,-0.000
50.686,-0.000
51.323,-0.001
52.099,-0.000
52.740,-0.000
53.510,-0.000
54.151,-0.000
54.929,-0.000
55.561,-0.000
56.337,-0.000
56.974,-0.000
57.745,-0.000
58.383,-0.000
59.159,-0.000
59.798,0.001
60.571,-0.000
61.203,-0.001
61.982,-0.000
62.624,-0.000
63.396,-0.000
64.034,-0.000
64.810,-0.000
65.444,-0.000
66.216,0.001
66.861,0.001
67.634,-0.001
68.268,-0.000
69.041,-0.000
69.684,-0.001
70.456,-0.000
71.088,-0.000
71.869,-0.000
72.508,-0.000
73.278,-0.000
73.919,-0.000
74.690,-0.000
75.327,-0.000
76.105,-0.000
76.739,-0.001
77.520,-0.000
78.150,-0.000
78.931,-0.000
79.566,-0.000
80.347,-0.000
80.975,-0.000
81.759,-0.001
82.394,-0.000
83.169,-0.000
83.799,-0.000
84.576,-0.000
85.214,-0.000
85.996,-0.000
86.631,-0.001
87.404,-0.000
88.042,-0.001
88.821,-0.001
89.454,-0.000
90.226,-0.001
90.867,-0.000
91.645,-0.000
92.279,-0.000
93.052,-0.001
93.692,-0.001
94.470,-0.000
95.103,-0.000
95.874,-0.001
96.515,-0.001
97.286,-0.001
97.922,-0.001
98.699,-0.000
99.331,-0.001
100.117,-0.001
100.752,-0.001
101.524,-0.000
102.161,-0.001
102.936,-0.001
103.574,-0.000
104.347,-0.001
104.987,-0.001
105.759,-0.001
106.399,-0.001
107.176,-0.001
107.811,-0.001
108.588,-0.001
109.223,-0.001
110.002,-0.000
110.631,-0.001
111.406,-0.001
112.047,-0.001
112.826,-0.001
113.459,-0.001
114.231,-0.001
114.873,-0.001
115.645,-0.000
116.284,-0.000
117.060,-0.001
117.697,-0.001
118.467,-0.001
119.108,-0.001
119.879,-0.001
120.519,-0.001
121.301,-0.001
121.932,-0.001
122.707,-0.001
123.341,-0.002
124.124,-0.001
124.752,-0.001
125.537,-0.000
126.171,-0.001
126.945,-0.001
127.584,-0.001
128.362,-0.001
128.994,-0.001
129.765,-0.001
130.404,-0.001
131.185,-0.001
131.815,-0.002
132.597,-0.002
133.228,-0.002
134.010,-0.001
134.638,-0.001
135.414,-0.002
136.052,-0.001
136.832,-0.001
137.463,-0.001
138.244,-0.001
138.881,-0.002
139.655,-0.001
140.291,-0.001
141.065,-0.002
141.698,-0.002
142.479,-0.001
143.118,-0.001
143.889,-0.001
144.530,-0.001
145.300,-0.002
145.942,-0.002
146.713,-0.002
147.353,-0.001
148.127,-0.001
148.762,-0.002
149.534,-0.001
150.172,-0.002
150.955,-0.002
151.587,-0.001
152.364,-0.003
152.998,-0.001
153.779,-0.002
154.410,-0.002
155.184,-0.002
155.826,-0.001
156.604,-0.001
157.234,-0.002
158.015,-0.002
158.649,-0.002
159.426,-0.002
160.057,-0.002
160.838,-0.002
161.469,-0.001
162.249,-0.002
162.886,-0.002
163.660,-0.002
164.292,-0.002
165.068,-0.002
165.706,-0.002
166.485,-0.002
167.116,-0.002
167.900,-0.002
168.528,-0.002
169.310,-0.002
169.946,-0.002
170.722,-0.002
171.361,-0.002
172.133,-0.001
172.764,-0.002
173.550,-0.002
174.177,-0.002
174.958,-0.003
175.589,-0.002
176.369,-0.002
177.010,-0.002
177.781,-0.003
178.416,-0.002
179.199,-0.002
179.832,-0.002
180.604,-0.002
181.244,-0.002
182.018,-0.003
182.657,-0.002
183.427,-0.002
184.067,-0.003
184.848,-0.002
185.481,-0.002
186.251,-0.002
186.893,-0.002
187.665,-0.002
188.304,-0.002
189.085,-0.002
189.715,-0.003
190.496,-0.003
191.127,-0.002
191.902,-0.002
192.539,-0.002
193.314,-0.003
193.951,-0.002
194.730,-0.003
195.362,-0.002
196.143,-0.002
196.774,-0.002
197.555,-0.002
198.186,-0.002
198.967,-0.002
199.599,-0.002
200.382,-0.002
201.014,-0.002
201.789,-0.002
202.421,-0.002
203.203,-0.001
203.840,-0.000
204.613,0.003
205.254,0.003
206.021,0.006
206.664,0.008
207.440,0.012
208.072,0.014
208.847,0.019
209.488,0.022
210.262,0.031
210.900,0.037
211.671,0.046
212.307,0.050
213.092,0.062
213.720,0.070
214.499,0.082
215.135,0.087
215.915,0.098
216.546,0.104
217.327,0.116
217.963,0.122
218.731,0.132
219.371,0.137
220.150,0.143
220.782,0.147
221.562,0.156
222.193,0.161
222.974,0.172
223.605,0.176
224.387,0.185
225.025,0.188
225.799,0.197
226.431,0.202
227.212,0.211
227.843,0.216
228.624,0.228
229.260,0.234
230.037,0.244
230.667,0.246
231.449,0.253
232.072,0.257
232.709,0.262
233.311,0.270
233.956,0.275
234.583,0.278
235.194,0.288
235.835,0.292
236.468,0.296
237.082,0.303
237.716,0.307
238.357,0.311
238.968,0.317
239.605,0.320
240.240,0.323
240.846,0.329
241.480,0.331
242.122,0.335
242.732,0.341
243.371,0.343
244.005,0.346
244.612,0.351
245.253,0.353
245.885,0.355
246.494,0.360
247.137,0.363
247.769,0.364
248.378,0.370
249.017,0.372
249.649,0.374
250.259,0.378
250.900,0.379
251.530,0.381
252.232,0.385
252.864,0.388
253.554,0.392
254.189,0.394
254.830,0.395
255.444,0.399
256.072,0.401
256.710,0.404
257.327,0.407
257.956,0.408
258.593,0.410
259.201,0.413
259.842,0.415
260.476,0.417
261.175,0.420
261.805,0.421
262.496,0.425
263.138,0.427
263.767,0.427
264.387,0.431
265.015,0.433
265.659,0.434
266.270,0.437
266.901,0.437
267.537,0.439
268.147,0.443
268.789,0.445
269.421,0.447
270.035,0.449
270.665,0.450
271.305,0.451
271.917,0.454
272.547,0.456
273.188,0.456
273.793,0.459
274.439,0.461
275.070,0.463
275.682,0.465
276.312,0.466
276.953,0.467
277.565,0.469
278.196,0.470
278.837,0.472
279.446,0.474
280.079,0.475
280.720,0.478
281.330,0.479
281.961,0.480
282.604,0.481
283.212,0.483
283.843,0.484
284.488,0.485
285.094,0.489
285.734,0.489
286.365,0.490
286.975,0.492
287.617,0.493
288.252,0.494
288.946,0.497
289.578,0.497
290.270,0.500
290.911,0.501
291.547,0.502
292.151,0.503
292.796,0.504
293.422,0.505
294.036,0.506
294.678,0.507
295.305,0.508
295.919,0.509
296.560,0.510
297.192,0.511
297.799,0.513
298.440,0.514
299.075,0.514
299.692,0.517
300.321,0.517
300.953,0.517
301.574,0.519
302.211,0.520
302.836,0.520
303.456,0.522
304.091,0.523
304.719,0.523
305.338,0.525
305.973,0.525
306.608,0.526
307.222,0.528
307.852,0.528
308.493,0.529
309.104,0.530
309.738,0.531
310.375,0.532
310.986,0.533
311.625,0.533
312.258,0.533
312.868,0.536
313.499,0.537
314.140,0.537
314.753,0.538
315.388,0.539
316.023,0.539
316.634,0.541
317.264,0.541
317.905,0.542
318.511,0.543
319.156,0.544
319.790,0.545
320.401,0.545
321.030,0.546
321.671,0.547
322.277,0.547
322.912,0.548
323.553,0.549
324.166,0.550
324.804,0.551
325.436,0.551
326.046,0.552
326.687,0.552
327.319,0.553
327.931,0.554
328.568,0.555
329.201,0.555
329.811,0.556
330.449,0.557
331.082,0.558
331.693,0.559
332.334,0.559
332.967,0.560
333.578,0.561
334.214,0.561
334.850,0.562
335.461,0.563
336.097,0.563
336.735,0.564
337.347,0.564
337.984,0.565
338.616,0.565
339.306,0.566
339.947,0.567
340.643,0.567
341.275,0.568
341.913,0.569
342.520,0.570
343.158,0.570
343.794,0.571
344.409,0.571
345.036,0.572
345.676,0.573
346.287,0.573
346.928,0.574
347.560,0.574
348.171,0.575
348.804,0.576
349.442,0.576
350.057,0.578
350.691,0.577
351.323,0.578
351.936,0.578
352.573,0.579
353.208,0.579
353.814,0.580
354.460,0.580
355.092,0.581
355.705,0.581
356.341,0.581
356.974,0.582
357.583,0.582
358.224,0.583
358.855,0.584
359.465,0.584
